rootId:START_ID,rootId:END_ID,surah:int,verse:int,:TYPE
360,361,2,120,OCCURS
360,42,2,120,OCCURS
360,11,2,120,OCCURS
360,312,2,120,OCCURS
360,129,2,120,OCCURS
360,280,2,120,OCCURS
360,5,2,120,OCCURS
360,259,2,120,OCCURS
192,165,2,120,OCCURS
192,361,2,120,OCCURS
192,42,2,120,OCCURS
192,11,2,120,OCCURS
192,312,2,120,OCCURS
192,129,2,120,OCCURS
192,280,2,120,OCCURS
192,5,2,120,OCCURS
192,259,2,120,OCCURS
165,361,2,120,OCCURS
165,42,2,120,OCCURS
165,11,2,120,OCCURS
165,312,2,120,OCCURS
165,129,2,120,OCCURS
165,280,2,120,OCCURS
165,5,2,120,OCCURS
165,259,2,120,OCCURS
361,42,2,120,OCCURS
361,11,2,120,OCCURS
361,312,2,120,OCCURS
361,129,2,120,OCCURS
361,280,2,120,OCCURS
361,5,2,120,OCCURS
361,259,2,120,OCCURS
42,11,2,120,OCCURS
42,312,2,120,OCCURS
42,129,2,120,OCCURS
42,280,2,120,OCCURS
42,5,2,120,OCCURS
42,259,2,120,OCCURS
11,312,2,120,OCCURS
11,129,2,120,OCCURS
11,280,2,120,OCCURS
11,5,2,120,OCCURS
11,259,2,120,OCCURS
312,129,2,120,OCCURS
312,280,2,120,OCCURS
312,5,2,120,OCCURS
312,259,2,120,OCCURS
129,280,2,120,OCCURS
129,5,2,120,OCCURS
129,259,2,120,OCCURS
280,5,2,120,OCCURS
280,259,2,120,OCCURS
5,259,2,120,OCCURS
100,18,2,121,OCCURS
100,182,2,121,OCCURS
100,123,2,121,OCCURS
100,21,2,121,OCCURS
100,31,2,121,OCCURS
100,134,2,121,OCCURS
18,182,2,121,OCCURS
18,123,2,121,OCCURS
18,21,2,121,OCCURS
18,31,2,121,OCCURS
18,134,2,121,OCCURS
182,123,2,121,OCCURS
182,21,2,121,OCCURS
182,31,2,121,OCCURS
182,134,2,121,OCCURS
123,21,2,121,OCCURS
123,31,2,121,OCCURS
123,134,2,121,OCCURS
21,31,2,121,OCCURS
21,134,2,121,OCCURS
31,134,2,121,OCCURS
95,170,2,122,OCCURS
95,14,2,122,OCCURS
95,187,2,122,OCCURS
95,5,2,122,OCCURS
170,14,2,122,OCCURS
170,187,2,122,OCCURS
170,5,2,122,OCCURS
14,187,2,122,OCCURS
14,5,2,122,OCCURS
187,5,2,122,OCCURS
20,7,2,123,OCCURS
20,188,2,123,OCCURS
20,44,2,123,OCCURS
20,91,2,123,OCCURS
20,27,2,123,OCCURS
20,191,2,123,OCCURS
20,337,2,123,OCCURS
20,189,2,123,OCCURS
20,192,2,123,OCCURS
7,188,2,123,OCCURS
7,44,2,123,OCCURS
7,91,2,123,OCCURS
7,27,2,123,OCCURS
7,191,2,123,OCCURS
7,337,2,123,OCCURS
7,189,2,123,OCCURS
7,192,2,123,OCCURS
188,44,2,123,OCCURS
188,91,2,123,OCCURS
188,27,2,123,OCCURS
188,191,2,123,OCCURS
188,337,2,123,OCCURS
188,189,2,123,OCCURS
188,192,2,123,OCCURS
44,91,2,123,OCCURS
44,27,2,123,OCCURS
44,191,2,123,OCCURS
44,337,2,123,OCCURS
44,189,2,123,OCCURS
44,192,2,123,OCCURS
91,27,2,123,OCCURS
91,191,2,123,OCCURS
91,337,2,123,OCCURS
91,189,2,123,OCCURS
91,192,2,123,OCCURS
27,191,2,123,OCCURS
27,337,2,123,OCCURS
27,189,2,123,OCCURS
27,192,2,123,OCCURS
191,337,2,123,OCCURS
191,189,2,123,OCCURS
191,192,2,123,OCCURS
337,189,2,123,OCCURS
337,192,2,123,OCCURS
189,192,2,123,OCCURS
198,4,2,124,OCCURS
198,163,2,124,OCCURS
198,362,2,124,OCCURS
198,42,2,124,OCCURS
198,80,2,124,OCCURS
198,41,2,124,OCCURS
198,293,2,124,OCCURS
198,363,2,124,OCCURS
198,364,2,124,OCCURS
198,128,2,124,OCCURS
198,72,2,124,OCCURS
4,163,2,124,OCCURS
4,362,2,124,OCCURS
4,42,2,124,OCCURS
4,80,2,124,OCCURS
4,41,2,124,OCCURS
4,293,2,124,OCCURS
4,363,2,124,OCCURS
4,364,2,124,OCCURS
4,128,2,124,OCCURS
4,72,2,124,OCCURS
163,362,2,124,OCCURS
163,42,2,124,OCCURS
163,80,2,124,OCCURS
163,41,2,124,OCCURS
163,293,2,124,OCCURS
163,363,2,124,OCCURS
163,364,2,124,OCCURS
163,128,2,124,OCCURS
163,72,2,124,OCCURS
362,42,2,124,OCCURS
362,80,2,124,OCCURS
362,41,2,124,OCCURS
362,293,2,124,OCCURS
362,363,2,124,OCCURS
362,364,2,124,OCCURS
362,128,2,124,OCCURS
362,72,2,124,OCCURS
42,80,2,124,OCCURS
42,41,2,124,OCCURS
42,293,2,124,OCCURS
42,363,2,124,OCCURS
42,364,2,124,OCCURS
42,128,2,124,OCCURS
42,72,2,124,OCCURS
80,41,2,124,OCCURS
80,293,2,124,OCCURS
80,363,2,124,OCCURS
80,364,2,124,OCCURS
80,128,2,124,OCCURS
80,72,2,124,OCCURS
41,293,2,124,OCCURS
41,363,2,124,OCCURS
41,364,2,124,OCCURS
41,128,2,124,OCCURS
41,72,2,124,OCCURS
293,363,2,124,OCCURS
293,364,2,124,OCCURS
293,128,2,124,OCCURS
293,72,2,124,OCCURS
363,364,2,124,OCCURS
363,128,2,124,OCCURS
363,72,2,124,OCCURS
364,128,2,124,OCCURS
364,72,2,124,OCCURS
128,72,2,124,OCCURS
80,365,2,125,OCCURS
80,338,2,125,OCCURS
80,41,2,125,OCCURS
80,21,2,125,OCCURS
80,190,2,125,OCCURS
80,13,2,125,OCCURS
80,23,2,125,OCCURS
80,128,2,125,OCCURS
80,117,2,125,OCCURS
80,366,2,125,OCCURS
80,367,2,125,OCCURS
80,179,2,125,OCCURS
80,148,2,125,OCCURS
365,338,2,125,OCCURS
365,41,2,125,OCCURS
365,21,2,125,OCCURS
365,190,2,125,OCCURS
365,13,2,125,OCCURS
365,23,2,125,OCCURS
365,128,2,125,OCCURS
365,117,2,125,OCCURS
365,366,2,125,OCCURS
365,367,2,125,OCCURS
365,179,2,125,OCCURS
365,148,2,125,OCCURS
338,41,2,125,OCCURS
338,21,2,125,OCCURS
338,190,2,125,OCCURS
338,13,2,125,OCCURS
338,23,2,125,OCCURS
338,128,2,125,OCCURS
338,117,2,125,OCCURS
338,366,2,125,OCCURS
338,367,2,125,OCCURS
338,179,2,125,OCCURS
338,148,2,125,OCCURS
41,21,2,125,OCCURS
41,190,2,125,OCCURS
41,13,2,125,OCCURS
41,23,2,125,OCCURS
41,128,2,125,OCCURS
41,117,2,125,OCCURS
41,366,2,125,OCCURS
41,367,2,125,OCCURS
41,179,2,125,OCCURS
41,148,2,125,OCCURS
21,190,2,125,OCCURS
21,13,2,125,OCCURS
21,23,2,125,OCCURS
21,128,2,125,OCCURS
21,117,2,125,OCCURS
21,366,2,125,OCCURS
21,367,2,125,OCCURS
21,179,2,125,OCCURS
21,148,2,125,OCCURS
190,13,2,125,OCCURS
190,23,2,125,OCCURS
190,128,2,125,OCCURS
190,117,2,125,OCCURS
190,366,2,125,OCCURS
190,367,2,125,OCCURS
190,179,2,125,OCCURS
190,148,2,125,OCCURS
13,23,2,125,OCCURS
13,128,2,125,OCCURS
13,117,2,125,OCCURS
13,366,2,125,OCCURS
13,367,2,125,OCCURS
13,179,2,125,OCCURS
13,148,2,125,OCCURS
23,128,2,125,OCCURS
23,117,2,125,OCCURS
23,366,2,125,OCCURS
23,367,2,125,OCCURS
23,179,2,125,OCCURS
23,148,2,125,OCCURS
128,117,2,125,OCCURS
128,366,2,125,OCCURS
128,367,2,125,OCCURS
128,179,2,125,OCCURS
128,148,2,125,OCCURS
117,366,2,125,OCCURS
117,367,2,125,OCCURS
117,179,2,125,OCCURS
117,148,2,125,OCCURS
366,367,2,125,OCCURS
366,179,2,125,OCCURS
366,148,2,125,OCCURS
367,179,2,125,OCCURS
367,148,2,125,OCCURS
179,148,2,125,OCCURS
42,4,2,126,OCCURS
42,80,2,126,OCCURS
42,368,2,126,OCCURS
42,21,2,126,OCCURS
42,24,2,126,OCCURS
42,340,2,126,OCCURS
42,98,2,126,OCCURS
42,7,2,126,OCCURS
42,28,2,126,OCCURS
42,31,2,126,OCCURS
42,161,2,126,OCCURS
42,175,2,126,OCCURS
42,336,2,126,OCCURS
42,39,2,126,OCCURS
42,67,2,126,OCCURS
42,316,2,126,OCCURS
42,369,2,126,OCCURS
4,80,2,126,OCCURS
4,368,2,126,OCCURS
4,21,2,126,OCCURS
4,24,2,126,OCCURS
4,340,2,126,OCCURS
4,98,2,126,OCCURS
4,7,2,126,OCCURS
4,28,2,126,OCCURS
4,31,2,126,OCCURS
4,161,2,126,OCCURS
4,175,2,126,OCCURS
4,336,2,126,OCCURS
4,39,2,126,OCCURS
4,67,2,126,OCCURS
4,316,2,126,OCCURS
4,369,2,126,OCCURS
80,368,2,126,OCCURS
80,21,2,126,OCCURS
80,24,2,126,OCCURS
80,340,2,126,OCCURS
80,98,2,126,OCCURS
80,7,2,126,OCCURS
80,28,2,126,OCCURS
80,31,2,126,OCCURS
80,161,2,126,OCCURS
80,175,2,126,OCCURS
80,336,2,126,OCCURS
80,39,2,126,OCCURS
80,67,2,126,OCCURS
80,316,2,126,OCCURS
80,369,2,126,OCCURS
368,21,2,126,OCCURS
368,24,2,126,OCCURS
368,340,2,126,OCCURS
368,98,2,126,OCCURS
368,7,2,126,OCCURS
368,28,2,126,OCCURS
368,31,2,126,OCCURS
368,161,2,126,OCCURS
368,175,2,126,OCCURS
368,336,2,126,OCCURS
368,39,2,126,OCCURS
368,67,2,126,OCCURS
368,316,2,126,OCCURS
368,369,2,126,OCCURS
21,24,2,126,OCCURS
21,340,2,126,OCCURS
21,98,2,126,OCCURS
21,7,2,126,OCCURS
21,28,2,126,OCCURS
21,31,2,126,OCCURS
21,161,2,126,OCCURS
21,175,2,126,OCCURS
21,336,2,126,OCCURS
21,39,2,126,OCCURS
21,67,2,126,OCCURS
21,316,2,126,OCCURS
21,369,2,126,OCCURS
24,340,2,126,OCCURS
24,98,2,126,OCCURS
24,7,2,126,OCCURS
24,28,2,126,OCCURS
24,31,2,126,OCCURS
24,161,2,126,OCCURS
24,175,2,126,OCCURS
24,336,2,126,OCCURS
24,39,2,126,OCCURS
24,67,2,126,OCCURS
24,316,2,126,OCCURS
24,369,2,126,OCCURS
340,98,2,126,OCCURS
340,7,2,126,OCCURS
340,28,2,126,OCCURS
340,31,2,126,OCCURS
340,161,2,126,OCCURS
340,175,2,126,OCCURS
340,336,2,126,OCCURS
340,39,2,126,OCCURS
340,67,2,126,OCCURS
340,316,2,126,OCCURS
340,369,2,126,OCCURS
98,7,2,126,OCCURS
98,28,2,126,OCCURS
98,31,2,126,OCCURS
98,161,2,126,OCCURS
98,175,2,126,OCCURS
98,336,2,126,OCCURS
98,39,2,126,OCCURS
98,67,2,126,OCCURS
98,316,2,126,OCCURS
98,369,2,126,OCCURS
7,28,2,126,OCCURS
7,31,2,126,OCCURS
7,161,2,126,OCCURS
7,175,2,126,OCCURS
7,336,2,126,OCCURS
7,39,2,126,OCCURS
7,67,2,126,OCCURS
7,316,2,126,OCCURS
7,369,2,126,OCCURS
28,31,2,126,OCCURS
28,161,2,126,OCCURS
28,175,2,126,OCCURS
28,336,2,126,OCCURS
28,39,2,126,OCCURS
28,67,2,126,OCCURS
28,316,2,126,OCCURS
28,369,2,126,OCCURS
31,161,2,126,OCCURS
31,175,2,126,OCCURS
31,336,2,126,OCCURS
31,39,2,126,OCCURS
31,67,2,126,OCCURS
31,316,2,126,OCCURS
31,369,2,126,OCCURS
161,175,2,126,OCCURS
161,336,2,126,OCCURS
161,39,2,126,OCCURS
161,67,2,126,OCCURS
161,316,2,126,OCCURS
161,369,2,126,OCCURS
175,336,2,126,OCCURS
175,39,2,126,OCCURS
175,67,2,126,OCCURS
175,316,2,126,OCCURS
175,369,2,126,OCCURS
336,39,2,126,OCCURS
336,67,2,126,OCCURS
336,316,2,126,OCCURS
336,369,2,126,OCCURS
39,67,2,126,OCCURS
39,316,2,126,OCCURS
39,369,2,126,OCCURS
67,316,2,126,OCCURS
67,369,2,126,OCCURS
316,369,2,126,OCCURS
256,370,2,127,OCCURS
256,365,2,127,OCCURS
256,4,2,127,OCCURS
256,27,2,127,OCCURS
256,36,2,127,OCCURS
256,5,2,127,OCCURS
370,365,2,127,OCCURS
370,4,2,127,OCCURS
370,27,2,127,OCCURS
370,36,2,127,OCCURS
370,5,2,127,OCCURS
365,4,2,127,OCCURS
365,27,2,127,OCCURS
365,36,2,127,OCCURS
365,5,2,127,OCCURS
4,27,2,127,OCCURS
4,36,2,127,OCCURS
4,5,2,127,OCCURS
27,36,2,127,OCCURS
27,5,2,127,OCCURS
36,5,2,127,OCCURS
4,80,2,128,OCCURS
4,278,2,128,OCCURS
4,363,2,128,OCCURS
4,293,2,128,OCCURS
4,213,2,128,OCCURS
4,371,2,128,OCCURS
4,164,2,128,OCCURS
4,2,2,128,OCCURS
80,278,2,128,OCCURS
80,363,2,128,OCCURS
80,293,2,128,OCCURS
80,213,2,128,OCCURS
80,371,2,128,OCCURS
80,164,2,128,OCCURS
80,2,2,128,OCCURS
278,363,2,128,OCCURS
278,293,2,128,OCCURS
278,213,2,128,OCCURS
278,371,2,128,OCCURS
278,164,2,128,OCCURS
278,2,2,128,OCCURS
363,293,2,128,OCCURS
363,213,2,128,OCCURS
363,371,2,128,OCCURS
363,164,2,128,OCCURS
363,2,2,128,OCCURS
293,213,2,128,OCCURS
293,371,2,128,OCCURS
293,164,2,128,OCCURS
293,2,2,128,OCCURS
213,371,2,128,OCCURS
213,164,2,128,OCCURS
213,2,2,128,OCCURS
371,164,2,128,OCCURS
371,2,2,128,OCCURS
164,2,2,128,OCCURS
4,215,2,129,OCCURS
4,309,2,129,OCCURS
4,182,2,129,OCCURS
4,168,2,129,OCCURS
4,5,2,129,OCCURS
4,18,2,129,OCCURS
4,145,2,129,OCCURS
4,178,2,129,OCCURS
4,372,2,129,OCCURS
215,309,2,129,OCCURS
215,182,2,129,OCCURS
215,168,2,129,OCCURS
215,5,2,129,OCCURS
215,18,2,129,OCCURS
215,145,2,129,OCCURS
215,178,2,129,OCCURS
215,372,2,129,OCCURS
309,182,2,129,OCCURS
309,168,2,129,OCCURS
309,5,2,129,OCCURS
309,18,2,129,OCCURS
309,145,2,129,OCCURS
309,178,2,129,OCCURS
309,372,2,129,OCCURS
182,168,2,129,OCCURS
182,5,2,129,OCCURS
182,18,2,129,OCCURS
182,145,2,129,OCCURS
182,178,2,129,OCCURS
182,372,2,129,OCCURS
168,5,2,129,OCCURS
168,18,2,129,OCCURS
168,145,2,129,OCCURS
168,178,2,129,OCCURS
168,372,2,129,OCCURS
5,18,2,129,OCCURS
5,145,2,129,OCCURS
5,178,2,129,OCCURS
5,372,2,129,OCCURS
18,145,2,129,OCCURS
18,178,2,129,OCCURS
18,372,2,129,OCCURS
145,178,2,129,OCCURS
145,372,2,129,OCCURS
178,372,2,129,OCCURS
373,361,2,130,OCCURS
373,54,2,130,OCCURS
373,44,2,130,OCCURS
373,374,2,130,OCCURS
373,247,2,130,OCCURS
373,28,2,130,OCCURS
373,53,2,130,OCCURS
361,54,2,130,OCCURS
361,44,2,130,OCCURS
361,374,2,130,OCCURS
361,247,2,130,OCCURS
361,28,2,130,OCCURS
361,53,2,130,OCCURS
54,44,2,130,OCCURS
54,374,2,130,OCCURS
54,247,2,130,OCCURS
54,28,2,130,OCCURS
54,53,2,130,OCCURS
44,374,2,130,OCCURS
44,247,2,130,OCCURS
44,28,2,130,OCCURS
44,53,2,130,OCCURS
374,247,2,130,OCCURS
374,28,2,130,OCCURS
374,53,2,130,OCCURS
247,28,2,130,OCCURS
247,53,2,130,OCCURS
28,53,2,130,OCCURS
42,4,2,131,OCCURS
42,278,2,131,OCCURS
42,5,2,131,OCCURS
4,278,2,131,OCCURS
4,5,2,131,OCCURS
278,5,2,131,OCCURS
375,95,2,132,OCCURS
375,374,2,132,OCCURS
375,8,2,132,OCCURS
375,85,2,132,OCCURS
375,278,2,132,OCCURS
95,374,2,132,OCCURS
95,8,2,132,OCCURS
95,85,2,132,OCCURS
95,278,2,132,OCCURS
374,8,2,132,OCCURS
374,85,2,132,OCCURS
374,278,2,132,OCCURS
8,85,2,132,OCCURS
8,278,2,132,OCCURS
85,278,2,132,OCCURS
49,103,2,133,OCCURS
49,376,2,133,OCCURS
49,85,2,133,OCCURS
49,42,2,133,OCCURS
49,95,2,133,OCCURS
49,9,2,133,OCCURS
49,129,2,133,OCCURS
49,377,2,133,OCCURS
49,378,2,133,OCCURS
49,240,2,133,OCCURS
49,278,2,133,OCCURS
103,376,2,133,OCCURS
103,85,2,133,OCCURS
103,42,2,133,OCCURS
103,95,2,133,OCCURS
103,9,2,133,OCCURS
103,129,2,133,OCCURS
103,377,2,133,OCCURS
103,378,2,133,OCCURS
103,240,2,133,OCCURS
103,278,2,133,OCCURS
376,85,2,133,OCCURS
376,42,2,133,OCCURS
376,95,2,133,OCCURS
376,9,2,133,OCCURS
376,129,2,133,OCCURS
376,377,2,133,OCCURS
376,378,2,133,OCCURS
376,240,2,133,OCCURS
376,278,2,133,OCCURS
85,42,2,133,OCCURS
85,95,2,133,OCCURS
85,9,2,133,OCCURS
85,129,2,133,OCCURS
85,377,2,133,OCCURS
85,378,2,133,OCCURS
85,240,2,133,OCCURS
85,278,2,133,OCCURS
42,95,2,133,OCCURS
42,9,2,133,OCCURS
42,129,2,133,OCCURS
42,377,2,133,OCCURS
42,378,2,133,OCCURS
42,240,2,133,OCCURS
42,278,2,133,OCCURS
95,9,2,133,OCCURS
95,129,2,133,OCCURS
95,377,2,133,OCCURS
95,378,2,133,OCCURS
95,240,2,133,OCCURS
95,278,2,133,OCCURS
9,129,2,133,OCCURS
9,377,2,133,OCCURS
9,378,2,133,OCCURS
9,240,2,133,OCCURS
9,278,2,133,OCCURS
129,377,2,133,OCCURS
129,378,2,133,OCCURS
129,240,2,133,OCCURS
129,278,2,133,OCCURS
377,378,2,133,OCCURS
377,240,2,133,OCCURS
377,278,2,133,OCCURS
378,240,2,133,OCCURS
378,278,2,133,OCCURS
240,278,2,133,OCCURS
293,56,2,134,OCCURS
293,295,2,134,OCCURS
293,249,2,134,OCCURS
293,49,2,134,OCCURS
293,110,2,134,OCCURS
56,295,2,134,OCCURS
56,249,2,134,OCCURS
56,49,2,134,OCCURS
56,110,2,134,OCCURS
295,249,2,134,OCCURS
295,49,2,134,OCCURS
295,110,2,134,OCCURS
249,49,2,134,OCCURS
249,110,2,134,OCCURS
49,110,2,134,OCCURS
42,49,2,135,OCCURS
42,253,2,135,OCCURS
42,192,2,135,OCCURS
42,11,2,135,OCCURS
42,361,2,135,OCCURS
42,379,2,135,OCCURS
42,325,2,135,OCCURS
49,253,2,135,OCCURS
49,192,2,135,OCCURS
49,11,2,135,OCCURS
49,361,2,135,OCCURS
49,379,2,135,OCCURS
49,325,2,135,OCCURS
253,192,2,135,OCCURS
253,11,2,135,OCCURS
253,361,2,135,OCCURS
253,379,2,135,OCCURS
253,325,2,135,OCCURS
192,11,2,135,OCCURS
192,361,2,135,OCCURS
192,379,2,135,OCCURS
192,325,2,135,OCCURS
11,361,2,135,OCCURS
11,379,2,135,OCCURS
11,325,2,135,OCCURS
361,379,2,135,OCCURS
361,325,2,135,OCCURS
379,325,2,135,OCCURS
42,21,2,136,OCCURS
42,26,2,136,OCCURS
42,380,2,136,OCCURS
42,100,2,136,OCCURS
42,144,2,136,OCCURS
42,4,2,136,OCCURS
42,199,2,136,OCCURS
42,264,2,136,OCCURS
42,327,2,136,OCCURS
42,278,2,136,OCCURS
21,26,2,136,OCCURS
21,380,2,136,OCCURS
21,100,2,136,OCCURS
21,144,2,136,OCCURS
21,4,2,136,OCCURS
21,199,2,136,OCCURS
21,264,2,136,OCCURS
21,327,2,136,OCCURS
21,278,2,136,OCCURS
26,380,2,136,OCCURS
26,100,2,136,OCCURS
26,144,2,136,OCCURS
26,4,2,136,OCCURS
26,199,2,136,OCCURS
26,264,2,136,OCCURS
26,327,2,136,OCCURS
26,278,2,136,OCCURS
380,100,2,136,OCCURS
380,144,2,136,OCCURS
380,4,2,136,OCCURS
380,199,2,136,OCCURS
380,264,2,136,OCCURS
380,327,2,136,OCCURS
380,278,2,136,OCCURS
100,144,2,136,OCCURS
100,4,2,136,OCCURS
100,199,2,136,OCCURS
100,264,2,136,OCCURS
100,327,2,136,OCCURS
100,278,2,136,OCCURS
144,4,2,136,OCCURS
144,199,2,136,OCCURS
144,264,2,136,OCCURS
144,327,2,136,OCCURS
144,278,2,136,OCCURS
4,199,2,136,OCCURS
4,264,2,136,OCCURS
4,327,2,136,OCCURS
4,278,2,136,OCCURS
199,264,2,136,OCCURS
199,327,2,136,OCCURS
199,278,2,136,OCCURS
264,327,2,136,OCCURS
264,278,2,136,OCCURS
327,278,2,136,OCCURS
21,65,2,137,OCCURS
21,11,2,137,OCCURS
21,259,2,137,OCCURS
21,284,2,137,OCCURS
21,381,2,137,OCCURS
21,36,2,137,OCCURS
21,5,2,137,OCCURS
65,11,2,137,OCCURS
65,259,2,137,OCCURS
65,284,2,137,OCCURS
65,381,2,137,OCCURS
65,36,2,137,OCCURS
65,5,2,137,OCCURS
11,259,2,137,OCCURS
11,284,2,137,OCCURS
11,381,2,137,OCCURS
11,36,2,137,OCCURS
11,5,2,137,OCCURS
259,284,2,137,OCCURS
259,381,2,137,OCCURS
259,36,2,137,OCCURS
259,5,2,137,OCCURS
284,381,2,137,OCCURS
284,36,2,137,OCCURS
284,5,2,137,OCCURS
381,36,2,137,OCCURS
381,5,2,137,OCCURS
36,5,2,137,OCCURS
382,227,2,138,OCCURS
382,9,2,138,OCCURS
227,9,2,138,OCCURS
42,291,2,139,OCCURS
42,4,2,139,OCCURS
42,110,2,139,OCCURS
42,320,2,139,OCCURS
291,4,2,139,OCCURS
291,110,2,139,OCCURS
291,320,2,139,OCCURS
4,110,2,139,OCCURS
4,320,2,139,OCCURS
110,320,2,139,OCCURS
42,380,2,140,OCCURS
42,49,2,140,OCCURS
42,253,2,140,OCCURS
42,192,2,140,OCCURS
42,5,2,140,OCCURS
42,72,2,140,OCCURS
42,147,2,140,OCCURS
42,103,2,140,OCCURS
42,212,2,140,OCCURS
42,286,2,140,OCCURS
42,110,2,140,OCCURS
380,49,2,140,OCCURS
380,253,2,140,OCCURS
380,192,2,140,OCCURS
380,5,2,140,OCCURS
380,72,2,140,OCCURS
380,147,2,140,OCCURS
380,103,2,140,OCCURS
380,212,2,140,OCCURS
380,286,2,140,OCCURS
380,110,2,140,OCCURS
49,253,2,140,OCCURS
49,192,2,140,OCCURS
49,5,2,140,OCCURS
49,72,2,140,OCCURS
49,147,2,140,OCCURS
49,103,2,140,OCCURS
49,212,2,140,OCCURS
49,286,2,140,OCCURS
49,110,2,140,OCCURS
253,192,2,140,OCCURS
253,5,2,140,OCCURS
253,72,2,140,OCCURS
253,147,2,140,OCCURS
253,103,2,140,OCCURS
253,212,2,140,OCCURS
253,286,2,140,OCCURS
253,110,2,140,OCCURS
192,5,2,140,OCCURS
192,72,2,140,OCCURS
192,147,2,140,OCCURS
192,103,2,140,OCCURS
192,212,2,140,OCCURS
192,286,2,140,OCCURS
192,110,2,140,OCCURS
5,72,2,140,OCCURS
5,147,2,140,OCCURS
5,103,2,140,OCCURS
5,212,2,140,OCCURS
5,286,2,140,OCCURS
5,110,2,140,OCCURS
72,147,2,140,OCCURS
72,103,2,140,OCCURS
72,212,2,140,OCCURS
72,286,2,140,OCCURS
72,110,2,140,OCCURS
147,103,2,140,OCCURS
147,212,2,140,OCCURS
147,286,2,140,OCCURS
147,110,2,140,OCCURS
103,212,2,140,OCCURS
103,286,2,140,OCCURS
103,110,2,140,OCCURS
212,286,2,140,OCCURS
212,110,2,140,OCCURS
286,110,2,140,OCCURS
293,56,2,141,OCCURS
293,295,2,141,OCCURS
293,249,2,141,OCCURS
293,49,2,141,OCCURS
293,110,2,141,OCCURS
56,295,2,141,OCCURS
56,249,2,141,OCCURS
56,49,2,141,OCCURS
56,110,2,141,OCCURS
295,249,2,141,OCCURS
295,49,2,141,OCCURS
295,110,2,141,OCCURS
249,49,2,141,OCCURS
249,110,2,141,OCCURS
49,110,2,141,OCCURS
42,54,2,142,OCCURS
42,41,2,142,OCCURS
42,259,2,142,OCCURS
42,27,2,142,OCCURS
42,49,2,142,OCCURS
42,353,2,142,OCCURS
42,354,2,142,OCCURS
42,11,2,142,OCCURS
42,91,2,142,OCCURS
42,12,2,142,OCCURS
42,13,2,142,OCCURS
54,41,2,142,OCCURS
54,259,2,142,OCCURS
54,27,2,142,OCCURS
54,49,2,142,OCCURS
54,353,2,142,OCCURS
54,354,2,142,OCCURS
54,11,2,142,OCCURS
54,91,2,142,OCCURS
54,12,2,142,OCCURS
54,13,2,142,OCCURS
41,259,2,142,OCCURS
41,27,2,142,OCCURS
41,49,2,142,OCCURS
41,353,2,142,OCCURS
41,354,2,142,OCCURS
41,11,2,142,OCCURS
41,91,2,142,OCCURS
41,12,2,142,OCCURS
41,13,2,142,OCCURS
259,27,2,142,OCCURS
259,49,2,142,OCCURS
259,353,2,142,OCCURS
259,354,2,142,OCCURS
259,11,2,142,OCCURS
259,91,2,142,OCCURS
259,12,2,142,OCCURS
259,13,2,142,OCCURS
27,49,2,142,OCCURS
27,353,2,142,OCCURS
27,354,2,142,OCCURS
27,11,2,142,OCCURS
27,91,2,142,OCCURS
27,12,2,142,OCCURS
27,13,2,142,OCCURS
49,353,2,142,OCCURS
49,354,2,142,OCCURS
49,11,2,142,OCCURS
49,91,2,142,OCCURS
49,12,2,142,OCCURS
49,13,2,142,OCCURS
353,354,2,142,OCCURS
353,11,2,142,OCCURS
353,91,2,142,OCCURS
353,12,2,142,OCCURS
353,13,2,142,OCCURS
354,11,2,142,OCCURS
354,91,2,142,OCCURS
354,12,2,142,OCCURS
354,13,2,142,OCCURS
11,91,2,142,OCCURS
11,12,2,142,OCCURS
11,13,2,142,OCCURS
91,12,2,142,OCCURS
91,13,2,142,OCCURS
12,13,2,142,OCCURS
80,293,2,143,OCCURS
80,383,2,143,OCCURS
80,49,2,143,OCCURS
80,103,2,143,OCCURS
80,41,2,143,OCCURS
80,309,2,143,OCCURS
80,27,2,143,OCCURS
80,5,2,143,OCCURS
80,165,2,143,OCCURS
80,35,2,143,OCCURS
80,384,2,143,OCCURS
80,150,2,143,OCCURS
80,11,2,143,OCCURS
80,385,2,143,OCCURS
80,21,2,143,OCCURS
80,386,2,143,OCCURS
80,2,2,143,OCCURS
293,383,2,143,OCCURS
293,49,2,143,OCCURS
293,103,2,143,OCCURS
293,41,2,143,OCCURS
293,309,2,143,OCCURS
293,27,2,143,OCCURS
293,5,2,143,OCCURS
293,165,2,143,OCCURS
293,35,2,143,OCCURS
293,384,2,143,OCCURS
293,150,2,143,OCCURS
293,11,2,143,OCCURS
293,385,2,143,OCCURS
293,21,2,143,OCCURS
293,386,2,143,OCCURS
293,2,2,143,OCCURS
383,49,2,143,OCCURS
383,103,2,143,OCCURS
383,41,2,143,OCCURS
383,309,2,143,OCCURS
383,27,2,143,OCCURS
383,5,2,143,OCCURS
383,165,2,143,OCCURS
383,35,2,143,OCCURS
383,384,2,143,OCCURS
383,150,2,143,OCCURS
383,11,2,143,OCCURS
383,385,2,143,OCCURS
383,21,2,143,OCCURS
383,386,2,143,OCCURS
383,2,2,143,OCCURS
49,103,2,143,OCCURS
49,41,2,143,OCCURS
49,309,2,143,OCCURS
49,27,2,143,OCCURS
49,5,2,143,OCCURS
49,165,2,143,OCCURS
49,35,2,143,OCCURS
